20130101,,,,,,,,,,
20130102,,,,,,,,,,
20130103,20.0,4418.0,399.0,3.0,4.0,7861.0,19545.0,11684.0,62.0,
20130104,,,,,,,,,,
20130105,2028.0,2031.0,1007.0,1.0,1997.0,17933.0,25263.0,7330.0,89.0,
20130106,224.0,1662.0,363.0,1.0,203.0,4320.0,7980.0,3660.0,27.0,
20130107,1414.0,1232.0,398.0,2.0,1403.0,12958.0,24911.0,11953.0,86.0,
20130108,,,,,,,,,,
20130109,,,,,,,,,,
20130110,135.0,2262.0,553.0,3.0,123.0,16282.0,23866.0,7584.0,84.0,
20130111,1420.0,1400.0,419.0,1.0,1409.0,18660.0,25690.0,7030.0,100.0,
20130112,2724.0,3371.0,2747.0,0.0,2687.0,1452.0,1452.0,0.0,5.0,
20130113,,,,,,,,,,
20130114,,,,,,,,,,
20130115,427.0,730.0,451.0,0.0,416.0,1409.0,1409.0,0.0,4.0,
20130116,48.0,936.0,297.0,1.0,37.0,7359.0,14784.0,7425.0,42.0,
20130117,,,,,,,,,,
20130118,,,,,,,,,,
20130119,,,,,,,,,,
20130120,445.0,712.0,464.0,0.0,434.0,480.0,1337.0,857.0,4.0,
20130121,,,,,,,,,,
20130122,,,,,,,,,,
20130123,,,,,,,,,,
20130124,,,,,,,,,,
20130125,2228.0,5062.0,2371.0,2.0,2216.0,2460.0,4766.0,2306.0,13.0,
20130126,,,,,,,,,,
20130127,,,,,,,,,,
20130128,0.0,3519.0,-379.0,1.0,-4.0,1080.0,-24300.0,3420.0,9.0,
20130129,,,,,,,,,,
20130130,49.0,1059.0,72.0,0.0,32.0,480.0,1395.0,915.0,3.0,
20130131,,,,,,,,,,
20130201,,,,,,,,,,
20130202,,,,,,,,,,
20130203,,,,,,,,,,
20130204,,,,,,,,,,
20130205,,,,,,,,,,
20130206,,,,,,,,,,
20130207,,,,,,,,,,
20130208,,,,,,,,,,
20130209,1136.0,537.0,1227.0,1.0,1132.0,1140.0,5193.0,4053.0,11.0,
20130210,,,,,,,,,,
20130211,,,,,,,,,,
20130212,,,,,,,,,,
20130213,,,,,,,,,,
20130214,,,,,,,,,,
20130215,,,,,,,,,,
20130216,,,,,,,,,,
20130217,,,,,,,,,,
20130218,,,,,,,,,,
20130219,,,,,,,,,,
20130220,,,,,,,,,,
20130221,,,,,,,,,,
20130222,,,,,,,,,,
20130223,177.0,707.0,551.0,0.0,166.0,16740.0,22447.0,5707.0,83.0,
20130224,,,,,,,,,,
20130225,,,,,,,,,,
20130226,,,,,,,,,,
20130227,,,,,,,,,,
20130228,,,,,,,,,,
20130301,,,,,,,,,,
20130302,,,,,,,,,,
20130303,,,,,,,,,,
20130304,,,,,,,,,,
20130305,,,,,,,,,,
20130306,71.0,1979.0,485.0,2.0,55.0,12198.0,24052.0,11854.0,77.0,
20130307,,,,,,,,,,
20130308,82.0,1809.0,505.0,2.0,60.0,17023.0,24966.0,7943.0,89.0,
20130309,,,,,,,,,,
20130310,,,,,,,,,,
20130311,,,,,,,,,,
20130312,,,,,,,,,,
20130313,,,,,,,,,,
20130314,,,,,,,,,,
20130315,,,,,,,,,,
20130316,,,,,,,,,,
20130317,,,,,,,,,,
20130318,,,,,,,,,,
20130319,,,,,,,,,,
20130320,,,,,,,,,,
20130321,,,,,,,,,,
20130322,,,,,,,,,,
20130323,,,,,,,,,,
20130324,,,,,,,,,,
20130325,27.0,980.0,456.0,1.0,16.0,15493.0,25630.0,10137.0,90.0,
20130326,,,,,,,,,,
20130327,,,,,,,,,,
20130328,,,,,,,,,,
20130329,,,,,,,,,,
20130330,,,,,,,,,,
20130331,134.0,1025.0,530.0,2.0,130.0,11338.0,23030.0,11692.0,72.0,
20130401,,,,,,,,,,
20130402,,,,,,,,,,
20130403,,,,,,,,,,
20130404,30.0,0.0,210.0,0.0,30.0,0.0,10800.0,0.0,0.0,
20130405,,,,,,,,,,
20130406,,,,,,,,,,
20130407,,,,,,,,,,
20130408,,,,,,,,,,
20130409,,,,,,,,,,
20130410,65.0,0.0,165.0,0.0,65.0,0.0,6000.0,0.0,0.0,
20130411,,,,,,,,,,
20130412,,,,,,,,,,
20130413,,,,,,,,,,
20130414,,,,,,,,,,
20130415,,,,,,,,,,
20130416,,,,,,,,,,
20130417,,,,,,,,,,
20130418,426.0,431.0,480.0,0.0,420.0,3180.0,3210.0,30.0,11.0,
20130419,1597.0,24743.0,1686.0,0.0,1216.0,2580.0,5756.0,3176.0,14.0,
20130420,,,,,,,,,,
20130421,,,,,,,,,,
20130422,,,,,,,,,,
20130423,,,,,,,,,,
20130424,,,,,,,,,,
20130425,,,,,,,,,,
20130426,,,,,,,,,,
20130427,,,,,,,,,,
20130428,,,,,,,,,,
20130429,,,,,,,,,,
20130430,,,,,,,,,,
20130501,,,,,,,,,,
20130502,,,,,,,,,,
20130503,,,,,,,,,,
20130504,,,,,,,,,,
20130505,,,,,,,,,,
20130506,,,,,,,,,,
20130507,,,,,,,,,,
20130508,,,,,,,,,,
20130509,,,,,,,,,,
20130510,,,,,,,,,,
20130511,,,,,,,,,,
20130512,,,,,,,,,,
20130513,,,,,,,,,,
20130514,,,,,,,,,,
20130515,,,,,,,,,,
20130516,,,,,,,,,,
20130517,,,,,,,,,,
20130518,,,,,,,,,,
20130519,,,,,,,,,,
20130520,,,,,,,,,,
20130521,,,,,,,,,,
20130522,,,,,,,,,,
20130523,,,,,,,,,,
20130524,,,,,,,,,,
20130525,,,,,,,,,,
20130526,,,,,,,,,,
20130527,,,,,,,,,,
20130528,,,,,,,,,,
20130529,,,,,,,,,,
20130530,,,,,,,,,,
20130531,,,,,,,,,,
20130601,,,,,,,,,,
20130602,,,,,,,,,,
20130603,,,,,,,,,,
20130604,,,,,,,,,,
20130605,,,,,,,,,,
20130606,,,,,,,,,,
20130607,,,,,,,,,,
20130608,,,,,,,,,,
20130609,,,,,,,,,,
20130610,,,,,,,,,,
20130611,,,,,,,,,,
20130612,,,,,,,,,,
20130613,,,,,,,,,,
20130614,,,,,,,,,,
20130615,,,,,,,,,,
20130616,,,,,,,,,,
20130617,,,,,,,,,,
20130618,,,,,,,,,,
20130619,,,,,,,,,,
20130620,,,,,,,,,,
20130621,,,,,,,,,,
20130622,,,,,,,,,,
20130623,,,,,,,,,,
20130624,,,,,,,,,,
20130625,,,,,,,,,,
20130626,,,,,,,,,,
20130627,,,,,,,,,,
20130628,449.0,1432.0,458.0,0.0,438.0,540.0,540.0,0.0,1.0,
20130629,,,,,,,,,,
20130630,,,,,,,,,,
20130701,,,,,,,,,,
20130702,,,,,,,,,,
20130703,,,,,,,,,,
20130704,,,,,,,,,,
20130705,,,,,,,,,,
20130706,,,,,,,,,,
20130707,,,,,,,,,,
20130708,,,,,,,,,,
20130709,,,,,,,,,,
20130710,,,,,,,,,,
20130711,,,,,,,,,,
20130712,,,,,,,,,,
20130713,,,,,,,,,,
20130714,,,,,,,,,,
20130715,,,,,,,,,,
20130716,,,,,,,,,,
20130717,,,,,,,,,,
20130718,,,,,,,,,,
20130719,,,,,,,,,,
20130720,,,,,,,,,,
20130721,,,,,,,,,,
20130722,,,,,,,,,,
20130723,,,,,,,,,,
20130724,,,,,,,,,,
20130725,,,,,,,,,,
20130726,,,,,,,,,,
20130727,,,,,,,,,,
20130728,,,,,,,,,,
20130729,,,,,,,,,,
20130730,,,,,,,,,,
20130731,,,,,,,,,,
20130801,,,,,,,,,,
20130802,,,,,,,,,,
20130803,,,,,,,,,,
20130804,1168.0,1311.0,1197.0,0.0,1147.0,1905.0,1905.0,0.0,5.0,
20130805,,,,,,,,,,
20130806,,,,,,,,,,
20130807,,,,,,,,,,
20130808,,,,,,,,,,
20130809,,,,,,,,,,
20130810,,,,,,,,,,
20130811,,,,,,,,,,
20130812,,,,,,,,,,
20130813,,,,,,,,,,
20130814,,,,,,,,,,
20130815,,,,,,,,,,
20130816,,,,,,,,,,
20130817,,,,,,,,,,
20130818,,,,,,,,,,
20130819,,,,,,,,,,
20130820,,,,,,,,,,
20130821,,,,,,,,,,
20130822,,,,,,,,,,
20130823,,,,,,,,,,
20130824,,,,,,,,,,
20130825,,,,,,,,,,
20130826,,,,,,,,,,
20130827,,,,,,,,,,
20130828,,,,,,,,,,
20130829,,,,,,,,,,
20130830,,,,,,,,,,
20130831,,,,,,,,,,
20130901,,,,,,,,,,
20130902,,,,,,,,,,
20130903,,,,,,,,,,
20130904,,,,,,,,,,
20130905,,,,,,,,,,
20130906,,,,,,,,,,
20130907,,,,,,,,,,
20130908,,,,,,,,,,
20130909,,,,,,,,,,
20130910,,,,,,,,,,
20130911,,,,,,,,,,
20130912,1233.0,3227.0,1317.0,1.0,1227.0,1260.0,3900.0,2640.0,9.0,0.0
20130913,,,,,,,,,,
20130914,,,,,,,,,,
20130915,,,,,,,,,,
20130916,,,,,,,,,,
20130917,876.0,16987.0,1035.0,1.0,665.0,1260.0,7860.0,6600.0,18.0,0.0
20130918,,,,,,,,,,
20130919,,,,,,,,,,
20130920,,,,,,,,,,
20130921,,,,,,,,,,
20130922,,,,,,,,,,
20130923,,,,,,,,,,
20130924,,,,,,,,,,
20130925,,,,,,,,,,
20130926,,,,,,,,,,
20130927,,,,,,,,,,
20130928,,,,,,,,,,
20130929,,,,,,,,,,
20130930,,,,,,,,,,
20131001,,,,,,,,,,
20131002,,,,,,,,,,
20131003,,,,,,,,,,
20131004,,,,,,,,,,
20131005,,,,,,,,,,
20131006,,,,,,,,,,
20131007,,,,,,,,,,
20131008,,,,,,,,,,
20131009,,,,,,,,,,
20131010,,,,,,,,,,
20131011,,,,,,,,,,
20131012,,,,,,,,,,
20131013,,,,,,,,,,
20131014,,,,,,,,,,
20131015,,,,,,,,,,
20131016,,,,,,,,,,
20131017,,,,,,,,,,
20131018,,,,,,,,,,
20131019,,,,,,,,,,
20131020,,,,,,,,,,
20131021,,,,,,,,,,
20131022,,,,,,,,,,
20131023,,,,,,,,,,
20131024,,,,,,,,,,
20131025,,,,,,,,,,
20131026,,,,,,,,,,
20131027,,,,,,,,,,
20131028,,,,,,,,,,
20131029,,,,,,,,,,
20131030,,,,,,,,,,
20131031,,,,,,,,,,
20131101,,,,,,,,,,
20131102,,,,,,,,,,
20131103,,,,,,,,,,
20131104,,,,,,,,,,
20131105,,,,,,,,,,
20131106,,,,,,,,,,
20131107,25859.0,8617.0,34583.0,2.0,25583.0,1020.0,2880.0,1860.0,6.0,0.0